AGE,EDCL,MARRIED,KIDS,OCCAT1,INCOME,NETWORTH,tolerancia_risco,RISK
70,3,2,2,3,38804.734469,762100.0,0.0,4
70,3,2,2,3,38264.278557,854300.0,0.0,4
70,3,2,2,3,36102.45491,678200.0,0.0,4
70,3,2,2,3,33508.266533,279600.0,0.0,4
70,3,2,2,3,35561.998998,602600.0,0.0,4
46,4,2,0,2,224829.65932,721800.0,0.0,4
46,4,2,0,2,224829.65932,723800.0,0.0,4
46,4,2,0,2,224829.65932,721400.0,0.0,4
46,4,2,0,2,224829.65932,724300.0,0.0,4
46,4,2,0,2,224829.65932,722600.0,0.0,4
68,4,1,0,3,445335.67134,43597590.0,0.9998186024593775,1
68,4,1,0,3,461549.3487,44451510.0,0.9998587172458926,1
68,4,1,0,3,469115.73146,41056890.0,0.9998619927087535,1
68,4,1,0,3,444254.75952,44730180.0,0.9997255139451574,1
68,4,1,0,3,502623.998,43740180.0,0.9997621081614892,1
74,4,2,0,3,152408.56713,2203000.0,0.0,4
74,4,2,0,3,149165.83166,2006000.0,0.0,4
74,4,2,0,3,145923.09619,2000000.0,0.0,4
74,4,2,0,3,145923.09619,2354000.0,0.0,4
74,4,2,0,3,144842.18437,2000000.0,0.0,4
19,2,1,0,1,56207.41483,4100.0,0.0,4
19,2,1,0,1,58369.238477,5500.0,0.0,4
19,2,1,0,1,61611.973948,4500.0,0.0,4
19,2,1,0,1,67016.533066,5600.0,0.0,4
19,2,1,0,1,59450.150301,4500.0,0.0,4
74,4,1,0,3,283198.8978,7232000.0,0.9627001824447597,1
74,4,1,0,3,264066.75852,6523000.0,0.9591735125715708,1
74,4,1,0,3,272714.05311,6371000.0,0.9585253456221198,1
74,4,1,0,3,276821.51804,7474000.0,0.9649296611848623,1
74,4,1,0,3,269687.5,6791170.0,0.9594766034946824,1
52,4,1,1,2,13435733.968,70669800.0,0.9885082245059909,1
52,4,1,1,2,14019426.353,73429800.0,0.9885946222149379,1
52,4,1,1,2,13349261.022,76810800.0,0.9894406112484714,1
52,4,1,1,2,14462600.2,73633800.0,0.989193089992249,1
52,4,1,1,2,13468161.323,74328800.0,0.9899637022013701,1
60,4,2,0,3,39993.737475,1500.0,0.0,4
60,4,2,0,3,39993.737475,1500.0,0.0,4
60,4,2,0,3,38912.825651,1500.0,0.0,4
60,4,2,0,3,39993.737475,1500.0,0.0,4
60,4,2,0,3,39993.737475,1500.0,0.0,4
43,4,1,2,2,670165.33066,6406100.0,0.2711864406779661,3
43,4,1,2,2,670165.33066,6405100.0,0.2711864406779661,3
43,4,1,2,2,670165.33066,6405200.0,0.2711864406779661,3
43,4,1,2,2,670165.33066,11266200.0,0.2711864406779661,3
43,4,1,2,2,670165.33066,22666100.0,0.2711864406779661,3
67,4,1,0,3,43236.472946,211350.0,0.0,4
67,4,1,0,3,43236.472946,214350.0,0.0,4
67,4,1,0,3,43236.472946,215250.0,0.0,4
67,4,1,0,3,43236.472946,212950.0,0.0,4
67,4,1,0,3,43236.472946,213150.0,0.0,4
46,4,2,0,1,211858.71743,324500.0,0.0,4
46,4,2,0,1,211858.71743,323500.0,0.0,4
46,4,2,0,1,211858.71743,324500.0,0.0,4
46,4,2,0,1,211858.71743,324500.0,0.0,4
46,4,2,0,1,211858.71743,324500.0,0.0,4
51,3,2,1,1,42155.561122,1320.0,0.0,4
51,3,2,1,1,35670.09018,9420.0,0.0,4
51,3,2,1,1,45398.296593,2120.0,0.0,4
51,3,2,1,1,51883.767535,5220.0,0.0,4
51,3,2,1,1,43236.472946,2020.0,0.0,4
77,4,2,0,3,18915.956914,217000.0,0.0,4
77,4,2,0,3,18915.956914,153240.0,0.0,4
77,4,2,0,3,21942.51002,106000.0,0.0,4
77,4,2,0,3,23239.604208,95000.0,0.0,4
77,4,2,0,3,32643.537074,66200.0,0.0,4
57,2,2,2,1,58369.238477,422190.0,0.0,4
57,2,2,2,1,59450.150301,364200.0,0.0,4
57,2,2,2,1,59450.150301,410781.0,0.0,4
57,2,2,2,1,59450.150301,419981.0,0.0,4
57,2,2,2,1,59450.150301,363281.0,0.0,4
30,4,1,0,1,113495.74148,-163980.0,0.0,4
30,4,1,0,1,116738.47695,-166590.0,0.0,4
30,4,1,0,1,119981.21242,-164530.0,0.0,4
30,4,1,0,1,108091.18236,-168190.0,0.0,4
30,4,1,0,1,119981.21242,-160770.0,0.0,4
56,2,1,1,1,55126.503006,292790.0,0.0,4
56,2,1,1,1,51883.767535,291190.0,0.0,4
56,3,1,1,1,46479.208417,290090.0,0.0,4
56,2,1,1,1,54045.591182,293460.0,0.0,4
56,2,1,1,1,33508.266533,289900.0,0.0,4
70,1,1,0,3,22699.148297,22750.0,0.0,4
70,1,1,0,3,21618.236473,29150.0,0.0,4
70,1,1,0,3,22699.148297,27250.0,0.0,4
70,1,1,0,3,22699.148297,27350.0,0.0,4
70,1,1,0,3,21618.236473,25250.0,0.0,4
57,2,1,0,3,81068.386774,1051200.0,0.0,4
57,2,1,0,3,81068.386774,950200.0,0.0,4
57,2,1,0,3,81068.386774,1030100.0,0.0,4
57,2,1,0,3,81068.386774,989100.0,0.0,4
57,2,1,0,3,81068.386774,1063200.0,0.0,4
32,4,2,0,2,49721.943888,44000.0,0.0,4
32,4,2,0,2,49721.943888,44000.0,0.0,4
32,4,2,0,2,49721.943888,43000.0,0.0,4
32,4,2,0,2,49721.943888,44000.0,0.0,4
32,4,2,0,2,49721.943888,44000.0,0.0,4
46,4,2,0,1,86472.945892,84500.0,0.0,4
46,4,2,0,1,86472.945892,83500.0,0.0,4
46,4,2,0,1,86472.945892,84500.0,0.0,4
46,4,2,0,1,86472.945892,84500.0,0.0,4
46,4,2,0,1,86472.945892,83600.0,0.0,4
75,4,1,0,2,1887272.0441,46867500.0,0.9930529919119374,1
75,4,1,0,2,1929427.6052,41904600.0,0.9976043805612594,1
75,4,1,0,2,1902404.8096,37359600.0,0.9921342422653382,1
75,4,1,0,2,1890514.7796,44014600.0,0.9967808691653254,1
75,4,1,0,2,1941317.6353,40889500.0,0.999090865591655,1
52,4,1,2,1,306978.95792,3435200.0,0.08632596685082873,4
52,4,1,2,1,306978.95792,3418200.0,0.08632596685082873,4
52,4,1,2,1,308059.86974,3388200.0,0.08632596685082873,4
52,4,1,2,1,306978.95792,3449200.0,0.08632596685082873,4
52,4,1,2,1,308059.86974,3405200.0,0.08632596685082873,4
62,3,1,0,3,57288.326653,82900.0,0.0,4
62,3,1,0,3,57288.326653,79100.0,0.0,4
62,3,1,0,3,57288.326653,80100.0,0.0,4
62,3,1,0,3,57288.326653,78500.0,0.0,4
62,3,1,0,3,57288.326653,78450.0,0.0,4
63,4,1,0,1,324273.54709,2391000.0,0.7910731244064577,1
63,4,1,0,1,324273.54709,2421310.0,0.7912713472485768,1
63,4,1,0,1,324273.54709,4316000.0,0.7777777777777778,1
63,4,1,0,1,324273.54709,1957700.0,0.7539149888143176,1
63,4,1,0,1,324273.54709,3692000.0,0.7453703703703703,2
57,4,1,0,2,3480536.0721,86456000.0,0.76103500761035,1
57,4,1,0,2,3956137.2745,85555000.0,0.76103500761035,1
57,4,1,0,2,3069789.5792,90737000.0,0.76103500761035,1
57,4,1,0,2,3772382.2645,90256000.0,0.76103500761035,1
57,4,1,0,2,4680348.1964,85915000.0,0.76103500761035,1
41,2,2,3,1,42155.561122,2620.0,0.0,4
41,2,2,3,1,42155.561122,3310.0,0.0,4
41,2,2,3,1,42155.561122,5020.0,0.0,4
41,2,2,3,1,42155.561122,3670.0,0.0,4
41,2,2,3,1,42155.561122,5820.0,0.0,4
19,3,2,0,4,12970.941884,520.0,0.0,4
19,3,2,0,4,12970.941884,140.0,0.0,4
19,3,2,0,4,12970.941884,60.0,0.0,4
19,3,2,0,4,12970.941884,50.0,0.0,4
19,3,2,0,4,12970.941884,230.0,0.0,4
51,2,1,1,1,71340.180361,-700.0,0.0,4
51,2,1,1,1,58369.238477,-330.0,0.0,4
51,2,1,1,1,54045.591182,-680.0,0.0,4
51,2,1,1,1,54045.591182,-400.0,0.0,4
51,2,1,1,1,46479.208417,-570.0,0.0,4
62,3,2,0,1,43236.472946,432700.0,0.0,4
62,3,2,0,1,43236.472946,430700.0,0.0,4
62,3,2,0,1,43236.472946,430700.0,0.0,4
62,3,2,0,1,43236.472946,431700.0,0.0,4
62,3,2,0,1,43236.472946,430700.0,0.0,4
68,4,1,0,3,95120.240481,2720900.0,0.46443514644351463,3
68,4,1,0,3,95120.240481,2626900.0,0.46346555323590816,3
68,4,1,0,3,96201.152305,2593500.0,0.46346555323590816,3
68,4,1,0,3,96201.152305,2751900.0,0.46443514644351463,3
68,4,1,0,3,95120.240481,2625000.0,0.46144252754105175,3
23,3,2,0,1,43236.472946,7760.0,0.0,4
23,3,2,0,1,43236.472946,12070.0,0.0,4
23,3,2,0,1,60531.062124,8460.0,0.0,4
23,3,2,0,1,44317.38477,8570.0,0.0,4
23,3,2,0,1,45398.296593,10760.0,0.0,4
52,2,1,0,1,324273.54709,357500.0,0.0,4
52,2,1,0,1,324273.54709,355500.0,0.0,4
52,2,1,0,1,324273.54709,367500.0,0.0,4
52,2,1,0,1,324273.54709,358500.0,0.0,4
52,2,1,0,1,324273.54709,385500.0,0.0,4
42,3,2,1,1,70259.268537,87400.0,0.0,4
42,3,2,1,1,59450.150301,75500.0,0.0,4
42,3,2,1,1,70259.268537,111100.0,0.0,4
42,3,2,1,1,56207.41483,96400.0,0.0,4
42,3,2,1,1,69178.356713,102000.0,0.0,4
42,4,1,2,1,717725.4509,4876500.0,0.0,4
42,4,1,2,1,910127.75551,5633500.0,0.0,4
42,4,1,2,1,806360.22044,5002500.0,0.0,4
42,4,1,2,1,938231.46293,4884000.0,0.0,4
42,4,1,2,1,775013.77756,5267000.0,0.0,4
50,4,2,0,1,54045.591182,445800.0,0.0,4
50,4,2,0,1,54045.591182,445900.0,0.0,4
50,4,2,0,1,54045.591182,445800.0,0.0,4
50,4,2,0,1,54045.591182,445900.0,0.0,4
50,4,2,0,1,54045.591182,445800.0,0.0,4
49,1,1,0,2,36751.002004,24000.0,0.0,4
49,1,1,0,2,43236.472946,23000.0,0.0,4
49,1,1,0,2,42155.561122,23700.0,0.0,4
49,1,1,0,2,54045.591182,23400.0,0.0,4
49,1,1,0,2,29184.619238,24200.0,0.0,4
55,1,1,0,1,54045.591182,14100.0,0.0,4
55,1,1,0,1,52964.679359,16200.0,0.0,4
55,1,1,0,1,54045.591182,15100.0,0.0,4
55,1,1,0,1,54045.591182,8700.0,0.0,4
55,1,1,0,1,54045.591182,21600.0,0.0,4
67,4,1,0,2,6409807.1142,42184000.0,0.33181818181818185,3
67,4,1,0,2,5977442.3848,39706000.0,0.44855662472242785,3
67,4,1,0,2,5999060.6212,40400000.0,0.5461172545870143,2
67,4,1,0,2,6409807.1142,37500000.0,0.4696565061239525,3
67,4,1,0,2,6615180.3607,36154000.0,0.528369095072513,2
60,2,2,0,1,9728.2064128,615000.0,0.0,4
60,2,2,0,1,4539.8296593,640000.0,0.0,4
60,2,2,0,1,1621.3677355,620000.0,0.0,4
60,2,2,0,1,8647.2945892,590000.0,0.0,4
60,2,2,0,1,4972.1943888,570000.0,0.0,4
52,4,1,0,1,171864.97996,158900.0,0.10638297872340426,4
52,4,1,0,1,172945.89178,159900.0,0.10638297872340426,4
52,4,1,0,1,171864.97996,157900.0,0.10638297872340426,4
52,4,1,0,1,171864.97996,157900.0,0.10638297872340426,4
52,4,1,0,1,171864.97996,157900.0,0.10638297872340426,4
69,3,1,1,3,16213.677355,350430.0,0.0,4
69,3,1,1,3,15132.765531,106020.0,0.0,4
69,3,1,1,3,16213.677355,219800.0,0.0,4
69,3,1,1,3,16213.677355,115220.0,0.0,4
69,3,1,1,3,15132.765531,149820.0,0.0,4
73,2,2,0,1,48641.032064,20690.0,0.0,4
73,2,2,0,1,46479.208417,21090.0,0.0,4
73,2,2,0,1,46479.208417,21390.0,0.0,4
73,2,2,0,1,45398.296593,21400.0,0.0,4
73,2,2,0,1,46479.208417,17900.0,0.0,4
68,1,2,0,3,12970.941884,100.0,0.0,4
68,1,2,0,3,12970.941884,100.0,0.0,4
68,1,2,0,3,14051.853707,100.0,0.0,4
68,1,2,0,3,12970.941884,100.0,0.0,4
68,1,2,0,3,14051.853707,100.0,0.0,4
36,3,2,0,4,3891.2825651,101300.0,0.0,4
36,3,2,0,4,3891.2825651,215300.0,0.0,4
36,3,2,0,4,3891.2825651,154300.0,0.0,4
36,3,2,0,4,3891.2825651,145300.0,0.0,4
36,3,2,0,4,3891.2825651,77300.0,0.0,4
53,2,2,0,1,10809.118236,5000.0,0.0,4
53,2,2,0,1,10809.118236,5400.0,0.0,4
53,2,2,0,1,10809.118236,6320.0,0.0,4
53,2,2,0,1,10809.118236,5100.0,0.0,4
53,2,2,0,1,10809.118236,5100.0,0.0,4
81,4,2,1,3,75663.827655,1167030.0,0.8424678985280301,1
81,4,2,1,3,75663.827655,1031930.0,0.8014212396367943,1
81,4,2,1,3,81068.386774,985230.0,0.6938527084601339,2
81,4,2,1,3,79987.47495,970130.0,0.7966033158107562,1
81,4,2,1,3,74582.915832,971430.0,0.8104033169996231,1
61,3,2,0,2,86472.945892,20700.0,0.0,4
61,3,2,0,2,86472.945892,20800.0,0.0,4
61,3,2,0,2,86472.945892,20700.0,0.0,4
61,3,2,0,2,86472.945892,20700.0,0.0,4
61,3,2,0,2,86472.945892,20800.0,0.0,4
55,4,1,1,2,1020380.7615,6288100.0,0.13692377909630304,4
55,4,1,1,2,1020380.7615,6272100.0,0.13692377909630304,4
55,4,1,1,2,1020380.7615,6289100.0,0.13692377909630304,4
55,4,1,1,2,1020380.7615,6285100.0,0.13692377909630304,4
55,4,1,1,2,1020380.7615,6270900.0,0.13692377909630304,4
61,4,1,0,2,5577505.01,55896000.0,0.9767602393005063,1
61,4,1,0,2,5923396.7936,237280300.0,0.9893203240890349,1
61,4,1,0,2,5804496.493,55022000.0,0.984251968503937,1
61,4,1,0,2,5880160.3206,97542200.0,0.994001083675207,1
61,4,1,0,2,5458604.7094,223326000.0,0.9559831130182019,1
56,4,1,3,1,281037.07415,921100.0,0.06349206349206349,4
56,4,1,3,1,281037.07415,919730.0,0.06407176037161622,4
56,4,1,3,1,281037.07415,919780.0,0.06381620931716656,4
56,4,1,3,1,281037.07415,917530.0,0.06538084341288003,4
56,4,1,3,1,281037.07415,918830.0,0.06366385484641095,4
39,4,1,2,1,255095.19038,800000.0,0.5405405405405406,2
39,4,1,2,1,256176.1022,799000.0,0.5405405405405406,2
39,4,1,2,1,262661.57315,799000.0,0.5405405405405406,2
39,4,1,2,1,256176.1022,799000.0,0.5405405405405406,2
39,4,1,2,1,232396.04208,801000.0,0.5405405405405406,2
50,2,1,5,4,22699.148297,75090.0,0.0,4
50,2,1,5,4,23780.06012,45670.0,0.0,4
50,2,1,5,4,22699.148297,60220.0,0.0,4
50,2,1,5,4,21618.236473,65005.0,0.0,4
50,2,1,5,4,23780.06012,61900.0,0.0,4
57,4,1,0,2,297250.7515,4097000.0,0.0,4
57,4,1,0,2,297250.7515,4097000.0,0.0,4
57,4,1,0,2,297250.7515,4098000.0,0.0,4
57,4,1,0,2,297250.7515,4098000.0,0.0,4
57,4,1,0,2,297250.7515,4098000.0,0.0,4
39,4,2,0,1,64854.709419,-54320.0,0.0,4
39,4,2,0,1,64854.709419,-54320.0,0.0,4
39,4,2,0,1,64854.709419,-54320.0,0.0,4
39,4,2,0,1,64854.709419,-54320.0,0.0,4
39,4,2,0,1,64854.709419,-54320.0,0.0,4
25,2,1,0,1,63773.797595,12980.0,0.29213483146067415,3
25,2,1,0,1,57288.326653,1700.0,0.23008849557522124,4
25,2,1,0,1,103767.53507,27960.0,0.2981132075471698,3
25,2,1,0,1,59450.150301,24640.0,0.47023809523809523,3
25,2,1,0,1,36751.002004,-2970.0,0.4508670520231214,3
54,3,2,2,1,79987.47495,242800.0,0.0,4
54,3,2,2,1,81068.386774,241800.0,0.0,4
54,3,2,2,1,81068.386774,247800.0,0.0,4
54,3,2,2,1,79987.47495,247800.0,0.0,4
54,3,2,2,1,81068.386774,241800.0,0.0,4
58,3,1,1,3,127547.59519,155900.0,0.0,4
58,3,1,1,3,126466.68337,160900.0,0.0,4
58,3,1,1,3,126466.68337,160900.0,0.0,4
58,3,1,1,3,127547.59519,150000.0,0.0,4
58,3,1,1,3,127547.59519,157900.0,0.0,4
34,2,2,0,1,6485.4709419,-17495.0,0.0,4
34,2,2,0,1,6485.4709419,-24495.0,0.0,4
34,2,2,0,1,6485.4709419,-27595.0,0.0,4
34,2,2,0,1,6485.4709419,-9480.0,0.0,4
34,2,2,0,1,6485.4709419,-8490.0,0.0,4
63,4,2,0,1,136194.88978,412500.0,0.0,4
63,4,2,0,1,136194.88978,413500.0,0.0,4
63,4,2,0,1,136194.88978,413500.0,0.0,4
63,4,2,0,1,136194.88978,413500.0,0.0,4
63,4,2,0,1,136194.88978,413500.0,0.0,4
65,4,2,0,2,2561761.022,9803500.0,0.5073170731707317,2
65,4,2,0,2,2777943.3868,9820500.0,0.5073170731707317,2
65,4,2,0,2,2669852.2044,9820500.0,0.5073170731707317,2
65,4,2,0,2,3167071.6433,9348500.0,0.5073170731707317,2
65,4,2,0,2,3253544.5892,9803500.0,0.5073170731707317,2
58,4,1,0,2,1189003.006,10354000.0,0.9790209790209791,1
58,4,1,0,2,1221430.3607,12147000.0,0.9847279669105949,1
58,4,1,0,2,1189003.006,14706000.0,0.991701244813278,1
58,4,1,0,2,1232239.479,11836000.0,0.9877775006235969,1
58,4,1,0,2,1124148.2966,9472000.0,0.9826349565873914,1
50,3,1,0,3,30265.531062,28221.0,0.0,4
50,3,1,0,3,25941.883768,27321.0,0.0,4
50,3,1,0,3,22699.148297,28321.0,0.0,4
50,3,1,0,3,23780.06012,28321.0,0.0,4
50,3,1,0,3,22699.148297,28121.0,0.0,4
53,2,1,0,2,114576.65331,936000.0,0.3191489361702128,3
53,2,1,0,2,114576.65331,934000.0,0.3191489361702128,3
53,2,1,0,2,114576.65331,938000.0,0.3191489361702128,3
53,2,1,0,2,114576.65331,934900.0,0.3191489361702128,3
53,2,1,0,2,114576.65331,937900.0,0.3191489361702128,3
37,4,1,0,1,237800.6012,518750.0,0.0,4
37,4,1,0,1,237800.6012,449750.0,0.0,4
37,4,1,0,1,237800.6012,472750.0,0.0,4
37,4,1,0,1,237800.6012,492750.0,0.0,4
37,4,1,0,1,237800.6012,502750.0,0.0,4
35,4,1,2,1,102686.62325,105400.0,0.0,4
35,4,1,2,1,102686.62325,114400.0,0.0,4
35,4,1,2,1,102686.62325,111400.0,0.0,4
35,4,1,2,1,102686.62325,115400.0,0.0,4
35,4,1,2,1,102686.62325,94200.0,0.0,4
33,4,1,0,2,404261.02204,1715710.0,0.058365758754863814,4
33,4,1,0,2,404261.02204,1351800.0,0.10638297872340426,4
33,4,1,0,2,404261.02204,1005100.0,0.24896265560165975,4
33,4,1,0,2,404261.02204,1158800.0,0.1214574898785425,4
33,4,1,0,2,404261.02204,2059900.0,0.031446540880503145,4
90,1,2,0,3,27022.795591,58000.0,0.0,4
90,1,2,0,3,27022.795591,57000.0,0.0,4
90,1,2,0,3,27022.795591,55000.0,0.0,4
90,1,2,0,3,27022.795591,67000.0,0.0,4
90,1,2,0,3,27022.795591,68000.0,0.0,4
44,3,1,0,1,72421.092184,129980.0,0.12299114463758609,4
44,3,1,0,1,67016.533066,115210.0,0.16479894528675015,4
44,3,1,0,1,69178.356713,111530.0,0.19465351674020243,4
44,3,1,0,1,72421.092184,167710.0,0.19941504918904546,4
44,3,1,0,1,62692.885772,76840.0,0.21526980482204364,4
37,3,1,3,1,125385.77154,373600.0,0.0,4
37,3,1,3,1,103767.53507,179000.0,0.0,4
37,3,1,3,1,126466.68337,304300.0,0.0,4
37,3,1,3,1,114576.65331,326210.0,0.0,4
37,3,1,3,1,121062.12425,189500.0,0.0,4
63,4,2,0,2,197806.86373,1360000.0,0.14484679665738162,4
63,4,2,0,2,196725.9519,1360000.0,0.14484679665738162,4
63,4,2,0,2,196725.9519,1360000.0,0.14484679665738162,4
63,4,2,0,2,196725.9519,1359000.0,0.14484679665738162,4
63,4,2,0,2,196725.9519,1360000.0,0.14484679665738162,4
58,1,2,0,3,23780.06012,300.0,0.0,4
58,1,2,0,3,23780.06012,300.0,0.0,4
58,1,2,0,3,23780.06012,300.0,0.0,4
58,1,2,0,3,24860.971944,300.0,0.0,4
58,1,2,0,3,23780.06012,300.0,0.0,4
38,4,1,0,1,136194.88978,379190.0,0.0,4
38,4,1,0,1,145923.09619,457400.0,0.0,4
38,4,1,0,1,159974.9499,414300.0,0.0,4
38,4,1,0,1,139437.62525,500500.0,0.0,4
38,4,1,0,1,161055.86172,398600.0,0.0,4
80,3,2,0,3,35670.09018,573200.0,0.0,4
80,3,2,0,3,34589.178357,577000.0,0.0,4
80,3,2,0,3,36751.002004,567000.0,0.0,4
80,3,2,0,3,38912.825651,573800.0,0.0,4
80,3,2,0,3,38912.825651,598000.0,0.0,4
71,4,1,0,1,5577505.01,135544000.0,0.9952065738415887,1
71,4,1,0,1,5599123.2465,136019000.0,0.9953883384320351,1
71,4,1,0,1,5566695.8918,133907000.0,0.9958066490649466,1
71,4,1,0,1,5534268.5371,134414000.0,0.9951248014315189,1
71,4,1,0,1,5955824.1483,134447000.0,0.9951157164376683,1
55,2,2,0,1,35670.09018,360.0,0.0,4
55,2,2,0,1,37831.913828,90.0,0.0,4
55,2,2,0,1,39993.737475,20.0,0.0,4
55,2,2,0,1,34589.178357,10.0,0.0,4
55,2,2,0,1,30265.531062,180.0,0.0,4
51,2,2,0,1,72421.092184,225570.0,0.2205071664829107,4
51,2,2,0,1,72421.092184,225570.0,0.2205071664829107,4
51,2,2,0,1,72421.092184,225570.0,0.2205071664829107,4
51,2,2,0,1,72421.092184,225570.0,0.2205071664829107,4
51,2,2,0,1,72421.092184,225570.0,0.2205071664829107,4
47,2,1,1,1,86472.945892,316100.0,0.0,4
47,2,1,1,1,86472.945892,354100.0,0.0,4
47,2,1,1,1,86472.945892,324100.0,0.0,4
47,2,1,1,1,86472.945892,336100.0,0.0,4
47,2,1,1,1,86472.945892,315200.0,0.0,4
73,4,2,0,1,58369.238477,917900.0,0.9901443960577584,1
73,4,2,0,1,82149.298597,841700.0,0.9719522354901416,1
73,4,2,0,1,65935.621242,552500.0,0.9449929478138223,1
73,4,2,0,1,62692.885772,1450100.0,0.9798865394533265,1
73,4,2,0,1,57288.326653,760500.0,0.9860164933667981,1
72,3,1,0,3,36751.002004,84200.0,0.0,4
72,3,1,0,3,44317.38477,190000.0,0.0,4
72,3,1,0,3,41074.649299,111100.0,0.0,4
72,3,1,0,3,36751.002004,79530.0,0.0,4
72,3,1,0,3,35670.09018,88400.0,0.0,4
55,4,2,0,2,611796.09218,7576000.0,0.7208872458410351,2
55,4,2,0,2,611796.09218,7575000.0,0.7208872458410351,2
55,4,2,0,2,611796.09218,7575000.0,0.7208872458410351,2
55,4,2,0,2,611796.09218,7575000.0,0.7208872458410351,2
55,4,2,0,2,612877.00401,7574000.0,0.7208872458410351,2
55,4,2,0,2,30265.531062,-19800.0,0.0,4
55,4,2,0,2,30265.531062,-19800.0,0.0,4
55,4,2,0,2,30265.531062,-19800.0,0.0,4
55,4,2,0,2,30265.531062,-19900.0,0.0,4
55,4,2,0,2,30265.531062,-19800.0,0.0,4
38,4,1,2,1,62692.885772,318560.0,0.0,4
38,4,1,2,1,62692.885772,318560.0,0.0,4
38,4,1,2,1,61611.973948,318560.0,0.0,4
38,4,1,2,1,61611.973948,319560.0,0.0,4
38,4,1,2,1,62692.885772,317560.0,0.0,4
67,3,1,0,2,787984.71944,16585200.0,0.961168164313222,1
67,3,1,0,2,666922.59519,16909000.0,0.9837232960325534,1
67,3,1,0,2,867972.19439,19089500.0,0.8940212330042838,1
67,3,1,0,2,695026.30261,17701500.0,0.9852985298529853,1
67,3,1,0,2,629090.68136,16760000.0,0.7983333333333333,1
46,4,1,3,2,0.0,3794500.0,0.769811320754717,1
46,4,1,3,2,0.0,3794500.0,0.769811320754717,1
46,4,1,3,2,0.0,3794500.0,0.769811320754717,1
46,4,1,3,2,0.0,3794500.0,0.769811320754717,1
46,4,1,3,2,0.0,3794500.0,0.769811320754717,1
43,4,1,2,1,157813.12625,574460.0,0.11893870082342177,4
43,4,1,2,1,158894.03808,587550.0,0.18306636155606407,4
43,4,1,2,1,159974.9499,580360.0,0.12059369202226346,4
43,4,1,2,1,159974.9499,600370.0,0.10518114530580444,4
43,4,1,2,1,158894.03808,565730.0,0.14478282576135795,4
55,4,1,1,2,2788752.505,173333000.0,0.8719012313420649,1
55,4,1,1,2,2842798.0962,163362000.0,0.8880677269897229,1
55,4,1,1,2,2518524.5491,157947600.0,0.8845207606525641,1
55,4,1,1,2,2399624.2485,119981400.0,0.8384021427133231,1
55,4,1,1,2,2540142.7856,176387000.0,0.8832690320614319,1
37,3,2,2,4,19456.412826,-43599.0,0.0,4
37,3,2,2,4,19456.412826,-38599.0,0.0,4
37,3,2,2,4,19456.412826,-35599.0,0.0,4
37,3,2,2,4,19456.412826,-39599.0,0.0,4
37,3,2,2,4,20537.324649,-46599.0,0.0,4
64,2,2,0,3,1077669.0882,60918000.0,0.7582139848357203,1
64,2,2,0,3,977144.28858,56419000.0,0.0,4
64,2,2,0,3,884185.87174,68417000.0,0.8931894305917379,1
64,2,2,0,3,859324.8998,56418000.0,0.0,4
64,2,2,0,3,1003086.1723,56418000.0,0.0,4
38,3,1,2,1,85392.034068,100000.0,0.0,4
38,3,1,2,1,88634.769539,101000.0,0.0,4
38,3,1,2,1,96201.152305,100000.0,0.0,4
38,3,1,2,1,97282.064128,100000.0,0.0,4
38,3,1,2,1,90796.593186,101000.0,0.0,4
44,2,1,2,1,85392.034068,239100.0,0.0,4
44,2,1,2,1,85392.034068,239900.0,0.0,4
44,2,1,2,1,85392.034068,243900.0,0.0,4
44,2,1,2,1,85392.034068,263500.0,0.0,4
44,2,1,2,1,85392.034068,238800.0,0.0,4
60,4,1,0,2,289684.36874,5958800.0,0.8770030316154179,1
60,4,1,0,2,287522.54509,5891200.0,0.8863185271370885,1
60,4,1,0,2,294008.01603,5946800.0,0.8978884141432906,1
60,4,1,0,2,287522.54509,6343000.0,0.8834522595990486,1
60,4,1,0,2,288603.45691,6203300.0,0.8886548398775631,1
60,4,1,0,2,2496906.3126,14985000.0,0.9749894022891056,1
60,4,1,0,2,2507715.4309,15005000.0,0.9749894022891056,1
60,4,1,0,2,2637424.8497,14912000.0,0.9749894022891056,1
60,4,1,0,2,2648233.9679,14725000.0,0.9749894022891056,1
60,4,1,0,2,2496906.3126,14869000.0,0.9749894022891056,1
62,2,2,0,3,11890.03006,85621.0,0.0,4
62,2,2,0,3,11890.03006,85621.0,0.0,4
62,2,2,0,3,11890.03006,85621.0,0.0,4
62,2,2,0,3,11890.03006,86621.0,0.0,4
62,2,2,0,3,11890.03006,86621.0,0.0,4
31,3,1,3,1,90796.593186,136000.0,0.0,4
31,3,1,3,1,90796.593186,119000.0,0.0,4
31,3,1,3,1,90796.593186,102200.0,0.0,4
31,3,1,3,1,90796.593186,95770.0,0.0,4
31,3,1,3,1,90796.593186,96870.0,0.0,4
57,4,1,2,1,934988.72745,6680500.0,0.8762541806020067,1
57,4,1,2,1,934988.72745,6679500.0,0.8762541806020067,1
57,4,1,2,1,934988.72745,6681500.0,0.8762541806020067,1
57,4,1,2,1,934988.72745,6681500.0,0.8762541806020067,1
57,4,1,2,1,934988.72745,6680500.0,0.8762541806020067,1
50,4,1,0,1,489653.05611,2630000.0,0.6476683937823834,2
50,4,1,0,1,585854.20842,2945100.0,0.6375976964212259,2
